"AÑO","PERIODO","FECHA.ENVIO","CODIGO.ENTIDAD","ENTIDAD","CODIGO.LINEA","LINEA.INTERVENCION","CODIGO.SERVICIO","NOMBRE.SERVICIO","UBIGEO","DEPARTAMENTO","PROVINCIA","DISTRITO","CODIGO.CENTRO.ATENCION","NOMBRE.CENTRO.ATENCION","N..DE.CEM","N..CASOS.ATENDIDOS...HOMBRES...TOTAL","N..CASOS.ATENDIDOS...MUJERES...TOTAL","N..CASOS.ATENDIDOS...VIOLENCIA.PSICOLOGICA","N..CASOS.ATENDIDOS...VIOLENCIA.FISICA","N..CASOS.ATENDIDOS...VIOLENCIA.SEXUAL"
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",40201,"AREQUIPA","CAMANÁ","CAMANÁ","CEM011","CAMANA",1,45,324,201,120,48
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",50201,"AYACUCHO","CANGALLO","CANGALLO","CEM012","CANGALLO",1,13,143,133,14,9
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150507,"LIMA PROVINCIAS","CAÑETE","IMPERIAL","CEM013","CAÑETE",1,85,354,290,89,60
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150106,"LIMA METROPOLITANA","LIMA","CARABAYLLO","CEM014","CARABAYLLO",1,13,254,87,110,70
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",40101,"AREQUIPA","AREQUIPA","AREQUIPA","CEM015","AREQUIPA",1,24,435,266,146,47
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",10101,"AMAZONAS","CHACHAPOYAS","CHACHAPOYAS","CEM016","CHACHAPOYAS",1,20,140,91,54,15
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",120301,"JUNÍN","CHANCHAMAYO","CHANCHAMAYO","CEM017","CHANCHAMAYO",1,37,284,113,143,65
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",140101,"LAMBAYEQUE","CHICLAYO","CHICLAYO","CEM018","CHICLAYO",1,12,196,150,50,8
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",120107,"JUNÍN","HUANCAYO","CHILCA","CEM019","CHILCA",1,52,274,151,160,15
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",21801,"ÁNCASH","SANTA","CHIMBOTE","CEM020","CHIMBOTE",1,24,225,181,50,18
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",30601,"APURÍMAC","CHINCHEROS","CHINCHEROS","CEM021","CHINCHEROS",1,48,297,223,93,29
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",40501,"AREQUIPA","CAYLLOMA","CHIVAY","CEM022","CHIVAY",1,16,104,62,50,8
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",130203,"LA LIBERTAD","ASCOPE","CHOCOPE","CEM023","CHOCOPE",1,59,231,90,124,76
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",60401,"CAJAMARCA","CHOTA","CHOTA","CEM024","CHOTA",1,14,124,47,70,21
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",200401,"PIURA","MORROPÓN","CHULUCANAS","CEM025","CHULUCANAS",1,28,276,192,100,12
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",80701,"CUSCO","CHUMBIVILCAS","SANTO TOMÁS","CEM026","CHUMBIVILCAS",1,30,285,173,114,28
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",30701,"APURÍMAC","GRAU","CHUQUIBAMBILLA","CEM027","CHUQUIBAMBILLA",1,9,91,27,64,9
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",90501,"HUANCAVELICA","CHURCAMPA","CHURCAMPA","CEM028","CHURCAMPA",1,24,97,75,22,24
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150110,"LIMA METROPOLITANA","LIMA","COMAS","CEM029","COMAS",1,68,332,160,173,67
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",120201,"JUNÍN","CONCEPCIÓN","CONCEPCIÓN","CEM030","CONCEPCION",1,10,131,49,82,10
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",80108,"CUSCO","CUSCO","WANCHAQ","CEM031","CUSCO",1,105,1141,524,627,95
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150111,"LIMA METROPOLITANA","LIMA","EL AGUSTINO","CEM032","EL AGUSTINO",1,49,186,104,104,27
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",80801,"CUSCO","ESPINAR","ESPINAR","CEM033","ESPINAR",1,22,247,113,137,19
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",140201,"LAMBAYEQUE","FERREÑAFE","FERREÑAFE","CEM034","FERREÑAFE",1,8,142,113,33,4
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150801,"LIMA PROVINCIAS","HUAURA","HUACHO","CEM035","HUACHO",1,42,334,294,64,18
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",130901,"LA LIBERTAD","SÁNCHEZ CARRIÓN","HUAMACHUCO","CEM036","HUAMACHUCO",1,36,244,150,95,35
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",50301,"AYACUCHO","HUANCA SANCOS","SANCOS","CEM037","HUANCASANCOS",1,12,62,33,33,8
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",90101,"HUANCAVELICA","HUANCAVELICA","HUANCAVELICA","CEM038","HUANCAVELICA",1,25,223,72,132,44
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",120101,"JUNÍN","HUANCAYO","HUANCAYO","CEM039","HUANCAYO",1,144,933,626,328,123
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",50401,"AYACUCHO","HUANTA","HUANTA","CEM040","HUANTA",1,29,262,101,166,24
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",100102,"HUÁNUCO","HUÁNUCO","AMARILIS","CEM041","HUANUCO",1,30,299,166,105,58
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",20101,"ÁNCASH","HUARAZ","HUARAZ","CEM042","HUARAZ",1,8,131,43,68,28
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",21101,"ÁNCASH","HUARMEY","HUARMEY","CEM043","HUARMEY",1,26,178,86,97,21
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150701,"LIMA PROVINCIAS","HUAROCHIRÍ","MATUCANA","CEM044","HUAROCHIRI",1,30,159,84,61,44
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150103,"LIMA METROPOLITANA","LIMA","ATE","CEM045","HUAYCAN",1,49,306,114,168,73
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",170204,"MADRE DE DIOS","MANU","HUEPETUHE","CEM046","HUEPETUHE",1,7,103,58,37,15
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",170302,"MADRE DE DIOS","TAHUAMANU","IBERIA","CEM047","IBERIA",1,16,82,35,43,20
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",110101,"ICA","ICA","ICA","CEM048","ICA",1,51,310,188,131,42
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",210501,"PUNO","EL COLLAO","ILAVE","CEM049","ILAVE",1,16,228,109,122,13
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150112,"LIMA METROPOLITANA","LIMA","INDEPENDENCIA                                           ","CEM050","INDEPENDENCIA",1,56,283,147,133,59
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",160108,"LORETO","MAYNAS","PUNCHANA","CEM051","IQUITOS",1,58,424,283,153,46
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",60801,"CAJAMARCA","JAÉN","JAÉN","CEM052","JAEN",1,20,242,170,67,25
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",120401,"JUNÍN","JAUJA","JAUJA","CEM053","JAUJA",1,128,400,260,228,40
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",211101,"PUNO","SAN ROMÁN","JULIACA","CEM054","JULIACA",1,17,432,189,255,5
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",80907,"CUSCO","LA CONVENCIÓN","KIMBIRI","CEM055","KIMBIRI",1,9,122,48,61,22
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",130105,"LA LIBERTAD","TRUJILLO","LA ESPERANZA","CEM056","LA ESPERANZA",1,85,321,139,229,38
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",50501,"AYACUCHO","LA MAR","SAN MIGUEL","CEM057","LA MAR",1,3,76,39,32,8
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150134,"LIMA METROPOLITANA","LIMA","SAN LUIS","CEM058","SAN LUIS",1,42,205,132,76,39
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",140301,"LAMBAYEQUE","LAMBAYEQUE","LAMBAYEQUE","CEM059","LAMBAYEQUE",1,14,191,164,39,2
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150101,"LIMA METROPOLITANA","LIMA","LIMA","CEM060","LIMA",1,176,788,500,358,106
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150117,"LIMA METROPOLITANA","LIMA","LOS OLIVOS","CEM061","LOS OLIVOS",1,35,379,259,102,53
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",50601,"AYACUCHO","LUCANAS","PUQUIO","CEM062","LUCANAS",1,21,192,107,72,34
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",170101,"MADRE DE DIOS","TAMBOPATA","TAMBOPATA","CEM063","MADRE DE DIOS",1,24,135,60,77,22
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",150123,"LIMA METROPOLITANA","LIMA","PACHACAMAC","CEM064","MANCHAY",1,67,219,184,73,29
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",210801,"PUNO","MELGAR","AYAVIRI","CEM065","MELGAR",1,10,133,61,79,3
2013,"ENE - DIC","5/01/2014","ENT001","PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL","LIN001","ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA","SER001","CENTRO EMERGENCIA MUJER",40110,"AREQUIPA","AREQUIPA","MIRAFLORES","CEM066","MIRAFLORES",1,109,639,513,153,82
